slug_country,tournament,leagueid,slug_torn,teamName,teamid,teamslug,teamorigin
cape-verde,Campeonato Nacional,18728,campeonato-nacional,Boavista da Praia,517663,boavista-da-praia,cape-verde
cape-verde,Campeonato Nacional,18728,campeonato-nacional,GD Palmeira,414735,gd-palmeira,cape-verde
cape-verde,Campeonato Nacional,18728,campeonato-nacional,CF Os Sanjoanenses,468924,cf-os-sanjoanenses,cape-verde
cape-verde,Campeonato Nacional,18728,campeonato-nacional,Paulense DC,1090976,paulense-desportivo-clube,cape-verde
cape-verde,Campeonato Nacional,18728,campeonato-nacional,CS Mindelense,414737,cs-mindelense,cape-verde
cape-verde,Campeonato Nacional,18728,campeonato-nacional,Académica da Praia,1091241,academica-da-praia,cape-verde
cape-verde,Campeonato Nacional,18728,campeonato-nacional,Sal-Rei SC,1090977,sal-rei-sc,cape-verde
cape-verde,Campeonato Nacional,18728,campeonato-nacional,FC Ultramarina,414733,fc-ultramarina,cape-verde
cape-verde,Campeonato Nacional,18728,campeonato-nacional,CD Scorpion Vermelho,1091238,scorpion,cape-verde
cape-verde,Campeonato Nacional,18728,campeonato-nacional,Botafogo de São Filipe,414728,botafogo-de-sao-filipe,cape-verde
cayman-islands,CIFA Premier League,21826,cifa-premier-league,Elite SC,503043,elite-sc,cayman-islands
cayman-islands,CIFA Premier League,21826,cifa-premier-league,345 FC,503046,345-fc,cayman-islands
cayman-islands,CIFA Premier League,21826,cifa-premier-league,Academy SC,503045,academy-sc,cayman-islands
cayman-islands,CIFA Premier League,21826,cifa-premier-league,Tigers FC,1046232,tigers-fc,cayman-islands
cayman-islands,CIFA Premier League,21826,cifa-premier-league,Scholars International SC,485252,scholars-international-sc,cayman-islands
cayman-islands,CIFA Premier League,21826,cifa-premier-league,Bodden Town FC,503044,bodden-town-fc,cayman-islands
cayman-islands,CIFA Premier League,21826,cifa-premier-league,East End United FC,1046233,east-end-united-fc,cayman-islands
cayman-islands,CIFA Premier League,21826,cifa-premier-league,Sunset FC,1046230,sunset-fc,cayman-islands
cayman-islands,CIFA Premier League,21826,cifa-premier-league,Cayman Brac FC,1075726,cayman-brac-fc,cayman-islands
cayman-islands,CIFA Premier League,21826,cifa-premier-league,Future SC,503042,future-sc,cayman-islands
cayman-islands,CIFA Premier League,21826,cifa-premier-league,Roma United SC,503041,roma-united-sc,cayman-islands
chad,Première Division de N’Djaména,22106,premiere-division-de-n-djamena,Elect-Sport,514684,elect-sport,chad
chad,Première Division de N’Djaména,22106,premiere-division-de-n-djamena,Aiglons FC,514692,aiglons-fc,chad
chad,Première Division de N’Djaména,22106,premiere-division-de-n-djamena,As Psi,514687,as-psi,chad
chad,Première Division de N’Djaména,22106,premiere-division-de-n-djamena,Foullah Edifice,134280,foullah-edifice,chad
chad,Première Division de N’Djaména,22106,premiere-division-de-n-djamena,Renaissance FC Ndjamena,371288,renaissance-fc-ndjamena,chad
chad,Première Division de N’Djaména,22106,premiere-division-de-n-djamena,Algoy,514681,algoy,chad
chad,Première Division de N’Djaména,22106,premiere-division-de-n-djamena,Emat,514685,emat,chad
chad,Première Division de N’Djaména,22106,premiere-division-de-n-djamena,Stars J. Talents,514682,stars-j-talents,chad
chad,Première Division de N’Djaména,22106,premiere-division-de-n-djamena,Galactik FC,514714,galactik-fc,chad
chad,Première Division de N’Djaména,22106,premiere-division-de-n-djamena,Ascot,514691,ascot,chad
chad,Première Division de N’Djaména,22106,premiere-division-de-n-djamena,As Dgssie,514683,as-dgssie,chad
chad,Première Division de N’Djaména,22106,premiere-division-de-n-djamena,Gazelle FC,514688,gazelle-fc,chad
chad,Première Division de N’Djaména,22106,premiere-division-de-n-djamena,FC Yves,514699,fc-yves,chad
chad,Première Division de N’Djaména,22106,premiere-division-de-n-djamena,Tourbillon FC,514689,tourbillon-fc,chad
china,Chinese Super League,649,cfa-super-league,Chengdu Rongcheng,221241,chengdu-rongcheng,china
china,Chinese Super League,649,cfa-super-league,Shanghai Shenhua,3373,shanghai-shenhua,china
china,Chinese Super League,649,cfa-super-league,Shanghai Port,41537,shanghai-port,china
china,Chinese Super League,649,cfa-super-league,Beijing Guoan,3376,beijing-guoan,china
china,Chinese Super League,649,cfa-super-league,Shandong Taishan,3371,shandong-taishan,china
china,Chinese Super League,649,cfa-super-league,Zhejiang,34697,zhejiang,china
china,Chinese Super League,649,cfa-super-league,Tianjin Jinmen Tiger,3367,tianjin-jinmen-tiger,china
china,Chinese Super League,649,cfa-super-league,Yunnan Yukun,474991,yunnan-yukun,china
china,Chinese Super League,649,cfa-super-league,Dalian Yingbo FC,474992,dalian-young-boy-fc,china
china,Chinese Super League,649,cfa-super-league,Qingdao West Coast,369532,qingdao-west-coast,china
china,Chinese Super League,649,cfa-super-league,Wuhan Three Towns,295152,wuhan-three-towns,china
china,Chinese Super League,649,cfa-super-league,Henan FC Jiuzu Dukang,34692,henan-songshan-longmen,china
china,Chinese Super League,649,cfa-super-league,Shenzhen Peng City,281331,shenzhen-city,china
china,Chinese Super League,649,cfa-super-league,Meizhou Hakka,215186,meizhou-hakka,china
china,Chinese Super League,649,cfa-super-league,Qingdao Hainiu,34695,qingdao-hainiu,china
china,Chinese Super League,649,cfa-super-league,Changchun Yatai,34694,changchun-yatai,china
chinese-taipei,Mulan Football League,22252,mulan-football-league,AC Taipei,1116481,ac-taipei,chinese-taipei
chinese-taipei,Mulan Football League,22252,mulan-football-league,Taichung Blue Whale,345946,taichung-blue-whale,chinese-taipei
chinese-taipei,Mulan Football League,22252,mulan-football-league,Hang Yuen Women,483189,hang-yuen,chinese-taipei
chinese-taipei,Mulan Football League,22252,mulan-football-league,Taichung Cherry Blossoms,1116482,taichung-cherry-blossoms,chinese-taipei
chinese-taipei,Mulan Football League,22252,mulan-football-league,Kaohsiung Sunny Bank,345942,kaohsiung-sunny-bank,chinese-taipei
chinese-taipei,Mulan Football League,22252,mulan-football-league,Hualien,345944,hualien,chinese-taipei
chinese-taipei,Mulan Football League,22252,mulan-football-league,Valkyrie,1116483,valkyrie,chinese-taipei
chinese-taipei,Mulan Football League,22252,mulan-football-league,Taipei Bravo!,345947,taipei-bravo,chinese-taipei
colombia,"Primera A, Apertura",11539,primera-a-apertura,América de Cali,6102,america-de-cali,colombia
colombia,"Primera A, Apertura",11539,primera-a-apertura,Millonarios,6117,millonarios,colombia
colombia,"Primera A, Apertura",11539,primera-a-apertura,Junior Barranquilla,6105,junior-barranquilla,colombia
colombia,"Primera A, Apertura",11539,primera-a-apertura,Deportes Tolima,6111,deportes-tolima,colombia
colombia,"Primera A, Apertura",11539,primera-a-apertura,Atlético Nacional,6106,atletico-nacional,colombia
colombia,"Primera A, Apertura",11539,primera-a-apertura,Independiente Santa Fe,6116,independiente-santa-fe,colombia
colombia,"Primera A, Apertura",11539,primera-a-apertura,Once Caldas,6118,once-caldas,colombia
colombia,"Primera A, Apertura",11539,primera-a-apertura,Independiente Medellín,6115,independiente-medellin,colombia
colombia,"Primera A, Apertura",11539,primera-a-apertura,Atlético Bucaramanga,6103,atletico-bucaramanga,colombia
colombia,"Primera A, Apertura",11539,primera-a-apertura,Alianza Valledupar FC,504899,alianza-futbol-club,colombia
colombia,"Primera A, Apertura",11539,primera-a-apertura,Deportivo Pasto,6113,deportivo-pasto,colombia
colombia,"Primera A, Apertura",11539,primera-a-apertura,Deportivo Pereira,6109,deportivo-pereira,colombia
colombia,"Primera A, Apertura",11539,primera-a-apertura,Deportivo Cali,6112,deportivo-cali,colombia
colombia,"Primera A, Apertura",11539,primera-a-apertura,Rionegro Águilas Doradas,48244,rionegro-aguilas-doradas,colombia
colombia,"Primera A, Apertura",11539,primera-a-apertura,Llaneros FC,89374,llaneros-fc,colombia
colombia,"Primera A, Apertura",11539,primera-a-apertura,Fortaleza CEIF,89368,fortaleza-ceif,colombia
colombia,"Primera A, Apertura",11539,primera-a-apertura,Boyacá Chicó FC,6107,boyaca-chico-fc,colombia
colombia,"Primera A, Apertura",11539,primera-a-apertura,Envigado FC,6114,envigado-fc,colombia
colombia,"Primera A, Apertura",11539,primera-a-apertura,Unión Magdalena,89376,union-magdalena,colombia
colombia,"Primera A, Apertura",11539,primera-a-apertura,Deportivo La Equidad,6975,deportivo-la-equidad,colombia
comoros,Comoros Premier League,21979,comoros-premier-league,US Zilimadjou,371276,us-zilimadjou,comoros
comoros,Comoros Premier League,21979,comoros-premier-league,Djabal FC,403976,djabal-fc,comoros
comoros,Comoros Premier League,21979,comoros-premier-league,Atomic Ngomé,506355,atomic-ngome,comoros
comoros,Comoros Premier League,21979,comoros-premier-league,Volcan Club,402715,volcan-club,comoros
comoros,Comoros Premier League,21979,comoros-premier-league,FC Hantsindzi,378285,fc-hantsindzi,comoros
comoros,Comoros Premier League,21979,comoros-premier-league,Alizé Fort,506356,alize-fort,comoros
comoros,Comoros Premier League,21979,comoros-premier-league,Étoile des Comores Nioumadzaha,378286,etoile-des-comores-nioumadzaha,comoros
comoros,Comoros Premier League,21979,comoros-premier-league,Amical Club,929926,amical-club,comoros
comoros,Comoros Premier League,21979,comoros-premier-league,FC Malé,378284,fc-male,comoros
comoros,Comoros Premier League,21979,comoros-premier-league,US de Mbéni,378279,union-sportive-de-mbeni-usm,comoros
comoros,Comoros Premier League,21979,comoros-premier-league,N'Gaya Club,929925,ngaya-club,comoros
comoros,Comoros Premier League,21979,comoros-premier-league,Coin-Nord de Mitsamiouli,929927,coin-nord-de-mitsamiouli,comoros
congo-republic,Congo Ligue 1,10784,premier-league,Étoile du Congo,215598,etoile-du-congo,congo-republic
congo-republic,Congo Ligue 1,10784,premier-league,Inter Club de Brazzaville,275892,inter-club-de-brazzaville,congo-republic
congo-republic,Congo Ligue 1,10784,premier-league,JS Talangaï,275885,js-talangai,congo-republic
congo-republic,Congo Ligue 1,10784,premier-league,FC Racine,1055379,fc-racine,congo-republic
congo-republic,Congo Ligue 1,10784,premier-league,AS Otohô,275889,as-otoho,congo-republic
congo-republic,Congo Ligue 1,10784,premier-league,JS Poto-Poto,275884,js-poto-poto,congo-republic
congo-republic,Congo Ligue 1,10784,premier-league,Diables Noirs,134292,diables-noirs,congo-republic
congo-republic,Congo Ligue 1,10784,premier-league,CARA Brazzaville,275891,cara-brazzaville,congo-republic
congo-republic,Congo Ligue 1,10784,premier-league,Patronage Sainte-Anne,275883,patronage-sainte-anne,congo-republic
congo-republic,Congo Ligue 1,10784,premier-league,AS Jeunesse Unie de Kintélé,453219,as-jeunesse-unie-de-kintele,congo-republic
congo-republic,Congo Ligue 1,10784,premier-league,AS Penarol,1077687,as-penarol,congo-republic
congo-republic,Congo Ligue 1,10784,premier-league,AS Bana Nouvelle Génération,403406,as-bana-nouvelle-generation,congo-republic
congo-republic,Congo Ligue 1,10784,premier-league,FC Kondzo,275887,as-kondzo,congo-republic
congo-republic,Congo Ligue 1,10784,premier-league,Avenir FC,1078385,avenir-fc,congo-republic
cook-islands,Round Cup,21537,round-cup,Tupapa Maraerenga FC,276665,tupapa-maraerenga-fc,cook-islands
cook-islands,Round Cup,21537,round-cup,Matavera-Ngatangiia FC,498522,matavera-ngatangiia-fc,cook-islands
cook-islands,Round Cup,21537,round-cup,Nikao Sokattak FC,425310,nikao-sokattak-fc,cook-islands
cook-islands,Round Cup,21537,round-cup,Puaikura,246597,puaikura,cook-islands
cook-islands,Round Cup,21537,round-cup,Titikaveka FC,498524,titikaveka-fc,cook-islands
cook-islands,Round Cup,21537,round-cup,Avatiu FC,498523,avatiu-fc,cook-islands
costa-rica,"Primera División, Apertura",11535,primera-division-apertura,Municipal Liberia,6575,municipal-liberia,costa-rica
costa-rica,"Primera División, Apertura",11535,primera-division-apertura,Herediano,7045,herediano,costa-rica
costa-rica,"Primera División, Apertura",11535,primera-division-apertura,Deportivo Saprissa,6574,deportivo-saprissa,costa-rica
costa-rica,"Primera División, Apertura",11535,primera-division-apertura,LD Alajuelense,6572,ld-alajuelense,costa-rica
costa-rica,"Primera División, Apertura",11535,primera-division-apertura,CS Cartaginés,7044,cs-cartagines,costa-rica
costa-rica,"Primera División, Apertura",11535,primera-division-apertura,Municipal Pérez Zeledón,6576,municipal-perez-zeledon,costa-rica
costa-rica,"Primera División, Apertura",11535,primera-division-apertura,San Carlos,7047,san-carlos,costa-rica
costa-rica,"Primera División, Apertura",11535,primera-division-apertura,Puntarenas FC,7046,puntarenas-fc,costa-rica
costa-rica,"Primera División, Apertura",11535,primera-division-apertura,Guadalupe FC,261695,guadalupe-fc,costa-rica
costa-rica,"Primera División, Apertura",11535,primera-division-apertura,Sporting FC,262906,sporting-san-jose,costa-rica
croatia,HNL,170,hnl,GNK Dinamo Zagreb,2032,gnk-dinamo-zagreb,croatia
croatia,HNL,170,hnl,HNK Hajduk Split,2036,hnk-hajduk-split,croatia
croatia,HNL,170,hnl,NK Lokomotiva Zagreb,36246,nk-lokomotiva-zagreb,croatia
croatia,HNL,170,hnl,NK Varaždin,231380,nk-varazdin,croatia
croatia,HNL,170,hnl,NK Slaven Belupo,2042,nk-slaven-belupo,croatia
croatia,HNL,170,hnl,HNK Gorica,43917,hnk-gorica,croatia
croatia,HNL,170,hnl,HNK Rijeka,2039,hnk-rijeka,croatia
croatia,HNL,170,hnl,NK Istra 1961,25529,nk-istra-1961,croatia
croatia,HNL,170,hnl,NK Osijek,2040,nk-osijek,croatia
croatia,HNL,170,hnl,HNK Vukovar 1991,6672,hnk-vukovar-1991,croatia
curacao,Promé Divishon,16704,prome-divishon,CRKSV Jong Colombia,307570,crksv-jong-colombia,curacao
curacao,Promé Divishon,16704,prome-divishon,RKSV Scherpenheuvel,246865,rksv-scherpenheuvel,curacao
curacao,Promé Divishon,16704,prome-divishon,RKSV Centro Dominguito,248874,rksv-centro-dominguito,curacao
curacao,Promé Divishon,16704,prome-divishon,Inter Willemstad,248361,inter-willemstad,curacao
curacao,Promé Divishon,16704,prome-divishon,CRKSV Jong Holland,246866,crksv-jong-holland,curacao
curacao,Promé Divishon,16704,prome-divishon,SV Victory Boys,246905,sv-victory-boys,curacao
curacao,Promé Divishon,16704,prome-divishon,SV SUBT,248465,sv-subt,curacao
curacao,Promé Divishon,16704,prome-divishon,SV UNDEBA,246904,sv-undeba,curacao
curacao,Promé Divishon,16704,prome-divishon,Atletiko Saliña,494143,atletiko-salina,curacao
curacao,Promé Divishon,16704,prome-divishon,CSD Barber,248464,csd-barber,curacao
cyprus,Cyprus League by Stoiximan,171,1-division,Aris Limassol,3397,aris-limassol,cyprus
cyprus,Cyprus League by Stoiximan,171,1-division,Ethnikos Achnas,3396,ethnikos-achnas,cyprus
cyprus,Cyprus League by Stoiximan,171,1-division,Akritas Chlorakas,36398,akritas-chlorakas,cyprus
cyprus,Cyprus League by Stoiximan,171,1-division,AEK Larnaca,3404,aek-larnaca,cyprus
cyprus,Cyprus League by Stoiximan,171,1-division,Pafos FC,171626,pafos-fc,cyprus
cyprus,Cyprus League by Stoiximan,171,1-division,APOEL Nicosia,3398,apoel-nicosia,cyprus
cyprus,Cyprus League by Stoiximan,171,1-division,AEL Limassol,3407,ael-limassol,cyprus
cyprus,Cyprus League by Stoiximan,171,1-division,Enosis Neon Ypsona FC,329409,krasava-ypsona-fc,cyprus
cyprus,Cyprus League by Stoiximan,171,1-division,Olympiakos Nicosia,3401,olympiakos-nicosia,cyprus
cyprus,Cyprus League by Stoiximan,171,1-division,Anorthosis Famagusta,3403,anorthosis-famagusta,cyprus
cyprus,Cyprus League by Stoiximan,171,1-division,Omonia Aradippou,25542,omonia-aradippou,cyprus
cyprus,Cyprus League by Stoiximan,171,1-division,Omonia Nicosia,3395,omonia-nicosia,cyprus
cyprus,Cyprus League by Stoiximan,171,1-division,Enosis Neon Paralimniou,3405,enosis-neon-paralimniou,cyprus
cyprus,Cyprus League by Stoiximan,171,1-division,Apollon Limassol,3402,apollon-limassol,cyprus
czech-republic,Czech First League,172,1-liga,AC Sparta Praha,2218,sparta-praha,czech-republic
czech-republic,Czech First League,172,1-liga,SK Slavia Praha,2216,slavia-praha,czech-republic
czech-republic,Czech First League,172,1-liga,FK Jablonec,2205,fk-jablonec,czech-republic
czech-republic,Czech First League,172,1-liga,SK Sigma Olomouc,2207,sk-sigma-olomouc,czech-republic
czech-republic,Czech First League,172,1-liga,FC Zlín,2220,fc-zlin,czech-republic
czech-republic,Czech First League,172,1-liga,Viktoria Plzeň,4502,viktoria-plzen,czech-republic
czech-republic,Czech First League,172,1-liga,MFK Karviná,23951,mfk-karvina,czech-republic
czech-republic,Czech First League,172,1-liga,FC Slovan Liberec,2219,fc-slovan-liberec,czech-republic
czech-republic,Czech First League,172,1-liga,Bohemians Praha 1905,6064,bohemians-praha-1905,czech-republic
czech-republic,Czech First League,172,1-liga,FC Hradec Králové,2217,fc-hradec-kralove,czech-republic
czech-republic,Czech First League,172,1-liga,Dukla Praha,7739,dukla-praha,czech-republic
czech-republic,Czech First League,172,1-liga,1. FC Slovácko,4871,1-fc-slovacko,czech-republic
czech-republic,Czech First League,172,1-liga,Baník Ostrava,2204,banik-ostrava,czech-republic
czech-republic,Czech First League,172,1-liga,Mladá Boleslav,2224,mlada-boleslav,czech-republic
czech-republic,Czech First League,172,1-liga,FK Teplice,2208,fk-teplice,czech-republic
czech-republic,Czech First League,172,1-liga,FK Pardubice,2230,fk-pardubice,czech-republic
denmark,Danish Superliga,39,superliga,FC København,1284,fc-kobenhavn,denmark
denmark,Danish Superliga,39,superliga,FC Midtjylland,1289,fc-midtjylland,denmark
denmark,Danish Superliga,39,superliga,AGF,1291,agf,denmark
denmark,Danish Superliga,39,superliga,Brøndby IF,1281,brondby-if,denmark
denmark,Danish Superliga,39,superliga,Sønderjyske Fodbold,1295,sonderjyske,denmark
denmark,Danish Superliga,39,superliga,FC Fredericia,1302,fc-fredericia,denmark
denmark,Danish Superliga,39,superliga,Viborg FF,1288,viborg-ff,denmark
denmark,Danish Superliga,39,superliga,FC Nordsjælland,1292,fc-nordsjaelland,denmark
denmark,Danish Superliga,39,superliga,Odense Boldklub,1286,odense-bk,denmark
denmark,Danish Superliga,39,superliga,Randers FC,1301,randers-fc,denmark
denmark,Danish Superliga,39,superliga,Silkeborg IF,1285,silkeborg-if,denmark
denmark,Danish Superliga,39,superliga,Vejle,4872,vejle,denmark
dominica,DFA Premier League,25788,dfa-premier-league,Dublanc FC,387876,cccul-dublanc-fc,dominica
dominica,DFA Premier League,25788,dfa-premier-league,Mahaut Soca Strikers,1083054,mahaut-soca-strikers,dominica
dominica,DFA Premier League,25788,dfa-premier-league,WE United,386769,we-united,dominica
dominica,DFA Premier League,25788,dfa-premier-league,Sagicor South East,530886,sagicor-south-east,dominica
dominica,DFA Premier League,25788,dfa-premier-league,Bombers FC,1083279,bombers-fc,dominica
dominica,DFA Premier League,25788,dfa-premier-league,Middleham United,1083280,middleham-united,dominica
dominica,DFA Premier League,25788,dfa-premier-league,Harlem United SC,1083282,harlem-united-sc,dominica
dominica,DFA Premier League,25788,dfa-premier-league,Point Michel,386264,point-michel,dominica
dominica,DFA Premier League,25788,dfa-premier-league,East Central FC,1083281,east-central-fc,dominica
dominica,DFA Premier League,25788,dfa-premier-league,Ds Fc,1083053,ds-fc,dominica
dominican-republic,Liga Dominicana de Fútbol,20209,liga-dominicana-de-futbol,Club Atlético Pantoja,229207,club-atletico-pantoja,dominican-republic
dominican-republic,Liga Dominicana de Fútbol,20209,liga-dominicana-de-futbol,Salcedo FC,511055,salcedo-fc,dominican-republic
dominican-republic,Liga Dominicana de Fútbol,20209,liga-dominicana-de-futbol,O&M FC,284175,universidad-o-and-m,dominican-republic
dominican-republic,Liga Dominicana de Fútbol,20209,liga-dominicana-de-futbol,Moca FC,298873,moca-fc,dominican-republic
dominican-republic,Liga Dominicana de Fútbol,20209,liga-dominicana-de-futbol,Cibao FC,229208,cibao-fc,dominican-republic
dominican-republic,Liga Dominicana de Fútbol,20209,liga-dominicana-de-futbol,Atlético Vega Real,297213,atletico-vega-real,dominican-republic
dominican-republic,Liga Dominicana de Fútbol,20209,liga-dominicana-de-futbol,Delfines del Este FC,321876,delfines-del-este-fc,dominican-republic
dominican-republic,Liga Dominicana de Fútbol,20209,liga-dominicana-de-futbol,Jarabacoa FC,287242,jarabacoa-fc,dominican-republic
dominican-republic,Liga Dominicana de Fútbol,20209,liga-dominicana-de-futbol,Atlántico FC,271430,atlantico-fc,dominican-republic
dominican-republic,Liga Dominicana de Fútbol,20209,liga-dominicana-de-futbol,Atlético San Cristóbal,229798,atletico-san-cristobal,dominican-republic
dr-congo,Illicocash Ligue 1,16911,linafoot-ligue-1,Tout Puissant Mazembe,38873,toutes-puissant-mazembe,dr-congo
dr-congo,Illicocash Ligue 1,16911,linafoot-ligue-1,FC Saint-Éloi Lupopo,371343,fc-saint-eloi-lupopo,dr-congo
dr-congo,Illicocash Ligue 1,16911,linafoot-ligue-1,SM Sanga Balende,191186,sm-sanga-balende,dr-congo
dr-congo,Illicocash Ligue 1,16911,linafoot-ligue-1,FC Tanganyika,483141,fc-tanganyika,dr-congo
dr-congo,Illicocash Ligue 1,16911,linafoot-ligue-1,AS Simba,371664,as-simba,dr-congo
dr-congo,Illicocash Ligue 1,16911,linafoot-ligue-1,CS Don Bosco,371619,cs-don-bosco,dr-congo
dr-congo,Illicocash Ligue 1,16911,linafoot-ligue-1,Blessing FC,378134,blessing-fc,dr-congo
dr-congo,Illicocash Ligue 1,16911,linafoot-ligue-1,Groupe Bazano,380399,groupe-bazano,dr-congo
dr-congo,Illicocash Ligue 1,16911,linafoot-ligue-1,AS Malole,555246,as-malole,dr-congo
dr-congo,Illicocash Ligue 1,16911,linafoot-ligue-1,US Tshinkunku,393650,union-sportive-tshinkunku,dr-congo
dr-congo,Illicocash Ligue 1,16911,linafoot-ligue-1,Lubumbashi Sport,380668,lubumbashi-sport,dr-congo
dr-congo,Illicocash Ligue 1,16911,linafoot-ligue-1,US Panda B52,393647,us-panda-b52,dr-congo
ecuador,LigaPro Serie A,240,ligapro-serie-a,Independiente del Valle,39723,independiente-del-valle,ecuador
ecuador,LigaPro Serie A,240,ligapro-serie-a,Barcelona SC,5250,barcelona-sc,ecuador
ecuador,LigaPro Serie A,240,ligapro-serie-a,LDU,5257,ldu,ecuador
ecuador,LigaPro Serie A,240,ligapro-serie-a,Deportivo Cuenca,5251,deportivo-cuenca,ecuador
ecuador,LigaPro Serie A,240,ligapro-serie-a,Universidad Católica del Ecuador,21942,universidad-catolica-del-ecuador,ecuador
ecuador,LigaPro Serie A,240,ligapro-serie-a,Libertad,394127,libertad,ecuador
ecuador,LigaPro Serie A,240,ligapro-serie-a,Orense SC,277525,orense-sc,ecuador
ecuador,LigaPro Serie A,240,ligapro-serie-a,Aucas,5249,aucas,ecuador
ecuador,LigaPro Serie A,240,ligapro-serie-a,Emelec,5255,emelec,ecuador
ecuador,LigaPro Serie A,240,ligapro-serie-a,El Nacional,5254,el-nacional,ecuador
ecuador,LigaPro Serie A,240,ligapro-serie-a,Macará,6001,macara,ecuador
ecuador,LigaPro Serie A,240,ligapro-serie-a,Delfín,213638,delfin,ecuador
ecuador,LigaPro Serie A,240,ligapro-serie-a,Manta FC,33561,manta-fc,ecuador
ecuador,LigaPro Serie A,240,ligapro-serie-a,Técnico Universitario,21941,tecnico-universitario,ecuador
ecuador,LigaPro Serie A,240,ligapro-serie-a,Vinotinto FC,465299,cuniburo-fc,ecuador
ecuador,LigaPro Serie A,240,ligapro-serie-a,Mushuc Runa SC,134976,mushuc-runa,ecuador
egypt,Egyptian Premier League,808,premier-league,Al-Masry,43560,al-masry,egypt
egypt,Egyptian Premier League,808,premier-league,Zamalek SC,42368,zamalek-sc,egypt
egypt,Egyptian Premier League,808,premier-league,Modern Sport FC,265830,modern-future-fc,egypt
egypt,Egyptian Premier League,808,premier-league,Petrojet,43567,petrojet,egypt
egypt,Egyptian Premier League,808,premier-league,Pyramids FC,175002,pyramids-fc,egypt
egypt,Egyptian Premier League,808,premier-league,ENPPI,43564,enppi,egypt
egypt,Egyptian Premier League,808,premier-league,Ghazl El Mahalla FC,58319,ghazl-el-mahalla,egypt
egypt,Egyptian Premier League,808,premier-league,Smouha,43563,smouha,egypt
egypt,Egyptian Premier League,808,premier-league,Ceramica Cleopatra,371622,ceramica-cleopatra,egypt
egypt,Egyptian Premier League,808,premier-league,Wadi Degla,43568,wadi-degla,egypt
egypt,Egyptian Premier League,808,premier-league,ZED FC,373168,zed-fc,egypt
egypt,Egyptian Premier League,808,premier-league,El Gouna FC,43565,el-gouna-fc,egypt
egypt,Egyptian Premier League,808,premier-league,Al Ahly FC,6910,al-ahly-fc,egypt
egypt,Egyptian Premier League,808,premier-league,Haras El Hedoud,43566,haras-el-hedoud,egypt
egypt,Egyptian Premier League,808,premier-league,Tala'ea El-Gaish,43561,talaea-el-gaish,egypt
egypt,Egyptian Premier League,808,premier-league,National Bank of Egypt,266626,national-bank-of-egypt,egypt
egypt,Egyptian Premier League,808,premier-league,Ismaily,42366,ismaily,egypt
egypt,Egyptian Premier League,808,premier-league,Al-Ittihad Alexandria,35187,al-ittihad-alexandria,egypt
egypt,Egyptian Premier League,808,premier-league,Arab Contractors FC,42365,al-mokawloon,egypt
egypt,Egyptian Premier League,808,premier-league,Ismailia Electricity Club,241702,kahrabaa-ismailia-sc,egypt
egypt,Egyptian Premier League,808,premier-league,Pharco FC,241703,pharco-fc,egypt
el-salvador,"Primera División, Apertura",11537,primera-division-apertura,CD FAS,24386,cd-fas,el-salvador
el-salvador,"Primera División, Apertura",11537,primera-division-apertura,CD Luis Ángel Firpo,24388,c-d-luis-angel-firpo,el-salvador
el-salvador,"Primera División, Apertura",11537,primera-division-apertura,Isidro Metapan,24382,isidro-metapan,el-salvador
el-salvador,"Primera División, Apertura",11537,primera-division-apertura,CD Águila,24385,cd-aguila,el-salvador
el-salvador,"Primera División, Apertura",11537,primera-division-apertura,Alianza FC,24383,alianza-fc,el-salvador
el-salvador,"Primera División, Apertura",11537,primera-division-apertura,CD Cacahuatique,335240,cd-cacahuatique,el-salvador
el-salvador,"Primera División, Apertura",11537,primera-division-apertura,CD Municipal Limeño,228633,cd-municipal-limeno,el-salvador
el-salvador,"Primera División, Apertura",11537,primera-division-apertura,CD Hercules,1099336,cd-hercules,el-salvador
el-salvador,"Primera División, Apertura",11537,primera-division-apertura,Fuerte San Francisco,310030,fuerte-san-francisco,el-salvador
el-salvador,"Primera División, Apertura",11537,primera-division-apertura,C.D. Platense Zacatecoluca,306368,cd-platense-zacatecoluca,el-salvador
el-salvador,"Primera División, Apertura",11537,primera-division-apertura,Inter FA,343177,fundacion-formado-un-atleta,el-salvador
el-salvador,"Primera División, Apertura",11537,primera-division-apertura,Zacatecoluca FC,852872,zacatecoluca-fc,el-salvador
estonia,Premium Liiga,178,premium-liiga,FCI Levadia Tallinn,3342,fci-levadia-tallinn,estonia
estonia,Premium Liiga,178,premium-liiga,Flora Tallinn,3346,flora-tallinn,estonia
estonia,Premium Liiga,178,premium-liiga,Paide Linnameeskond,32476,paide-linnameeskond,estonia
estonia,Premium Liiga,178,premium-liiga,Nõmme Kalju,8091,nomme-kalju,estonia
estonia,Premium Liiga,178,premium-liiga,Narva Trans,3343,narva-trans,estonia
estonia,Premium Liiga,178,premium-liiga,Pärnu JK Vaprus,247090,parnu-jk-vaprus,estonia
estonia,Premium Liiga,178,premium-liiga,Tartu JK Tammeka,138566,tartu-jk-tammeka,estonia
estonia,Premium Liiga,178,premium-liiga,Harju Jalgpallikool,197994,harju-jalgpallikool,estonia
estonia,Premium Liiga,178,premium-liiga,FC Kuressaare,7106,fc-kuressaare,estonia
estonia,Premium Liiga,178,premium-liiga,Tallinna Kalev,7105,tallinna-kalev,estonia
